,fire_size_class,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
5477,C,1,1,3,1,3,4,5,5,6,6,5,5,6,6,4,6
5478,B,1,1,1,1,4,4,4,6,4,6,6,5,4,5,5,4
5479,B,2,1,1,1,3,3,2,4,5,3,5,4,5,5,3,5
5480,E,6,6,6,6,4,3,3,4,5,5,4,4,4,4,4,1
5481,C,5,5,5,5,2,1,2,3,6,6,6,6,1,2,3,1
5482,C,2,3,2,3,2,3,1,2,1,1,2,2,4,3,4,5
5483,B,5,5,5,6,2,1,0,3,5,6,6,3,4,5,6,1
5484,B,4,3,2,1,1,2,4,1,6,5,5,4,5,6,6,3
5485,B,1,1,2,1,3,3,2,5,3,2,3,1,4,4,4,5
5486,C,3,2,2,1,2,3,4,1,2,2,1,0,2,3,4,2
5487,B,0,0,1,0,6,6,6,6,4,5,5,1,2,4,6,1
5488,B,1,3,5,2,2,2,3,1,2,2,1,1,4,4,4,1
5489,C,2,1,1,1,5,5,6,6,4,3,2,1,3,4,4,2
5490,B,1,0,0,0,2,2,3,4,3,1,0,3,4,2,4,1
5491,B,6,6,6,6,2,2,2,2,5,5,4,4,4,4,2,6
5492,C,3,3,2,3,2,2,3,2,2,3,4,5,6,6,6,6
5493,B,6,6,6,6,0,0,0,0,2,2,1,5,5,3,4,4
5494,B,0,0,0,1,6,6,6,6,3,3,2,3,0,1,3,5
5495,B,1,2,2,1,2,2,3,4,5,6,4,2,5,5,2,2
5496,C,4,3,3,0,6,6,6,6,2,3,2,5,2,4,5,5
5497,B,1,1,1,1,4,4,3,3,3,3,3,3,4,5,5,5
5498,B,3,2,1,0,4,5,4,5,3,4,3,2,3,5,1,2
5499,B,3,3,3,4,5,5,4,4,0,0,0,0,1,2,4,0
5500,E,4,4,4,3,2,1,2,1,4,4,5,6,1,0,1,3
5501,C,4,4,4,5,4,5,5,3,3,4,5,4,0,1,1,1
5502,B,2,1,0,2,5,5,4,4,3,3,4,5,5,5,4,2
5503,B,5,5,4,3,1,1,1,0,2,2,1,3,3,2,0,1
5504,B,5,5,5,5,1,0,0,1,4,4,4,5,4,2,4,6
5505,B,2,3,4,2,3,3,2,3,3,4,6,5,2,1,1,6
5506,B,1,1,1,0,0,1,2,1,5,4,5,5,6,6,6,6
5507,C,4,4,3,4,1,2,1,5,2,2,4,1,4,3,5,2
5508,B,4,4,4,5,3,3,5,3,2,3,2,2,4,4,3,6
5509,B,6,6,6,5,0,1,1,0,2,2,5,3,3,5,6,2
5510,B,4,4,4,2,3,3,3,4,3,4,5,6,3,4,0,6
5511,C,6,6,6,5,0,0,0,2,0,0,1,2,0,0,0,1
5512,B,0,1,1,1,0,0,0,0,6,6,6,4,2,4,4,0
5513,B,5,5,5,6,1,1,0,0,5,3,4,3,5,4,5,4
5514,B,2,2,1,1,1,2,0,0,6,6,6,6,0,0,0,0
5515,B,4,3,3,3,4,4,4,3,1,2,1,3,1,2,3,2
5516,C,2,2,2,4,4,4,4,4,4,5,6,4,6,6,6,2
5517,B,6,5,5,5,2,3,4,1,6,6,6,6,6,4,6,6
5518,B,3,3,1,0,1,2,3,2,1,1,0,0,2,3,5,5
5519,B,3,3,3,1,0,0,0,2,6,6,6,3,0,1,3,4
5520,B,4,4,4,4,3,5,4,5,5,5,4,5,6,6,4,5
5521,C,6,6,6,5,2,2,1,1,3,3,4,6,5,4,2,6
5522,B,0,0,0,0,0,1,1,3,6,5,6,5,4,4,4,5
5523,B,4,4,4,2,2,2,1,1,4,5,6,2,3,3,4,4
5524,B,4,4,5,4,5,5,2,0,1,1,1,4,3,4,3,0
5525,B,4,5,4,6,6,6,6,6,5,4,4,0,5,2,3,0
5526,B,3,3,2,4,1,1,0,0,4,2,2,4,5,4,5,6
5527,C,6,6,6,6,3,2,3,4,1,1,4,1,2,3,5,1
5528,C,5,5,5,6,1,0,0,5,2,2,2,2,0,0,1,1
5529,B,0,0,0,0,5,6,6,5,6,6,5,1,3,4,5,2
5530,B,0,0,1,1,3,3,3,4,5,4,5,2,3,3,5,3
5531,B,6,6,6,6,0,0,0,0,0,0,0,1,1,2,4,6
5532,B,3,3,3,3,1,1,1,2,4,4,4,5,3,3,5,3
5533,B,1,1,1,3,2,3,2,1,6,5,5,6,6,6,6,5
5534,C,6,6,6,6,5,6,6,4,2,0,0,0,6,3,4,0
5535,B,1,1,1,2,3,3,1,2,1,2,2,3,0,0,0,4
5536,C,4,3,4,4,4,3,1,3,4,2,4,4,2,2,0,5
5537,B,2,1,0,2,2,3,4,4,1,2,1,1,4,4,5,5
5538,B,4,4,3,4,2,2,1,3,1,1,2,0,0,1,2,0
5539,B,2,3,2,3,2,2,4,1,1,1,1,2,5,6,6,5
5540,B,0,0,0,0,4,6,6,5,4,4,4,3,5,6,6,5
5541,B,2,1,1,2,4,4,4,5,3,4,4,2,5,6,3,2
5542,B,2,2,2,2,5,5,5,5,1,1,2,4,2,4,5,4
5543,B,6,6,6,6,6,6,5,5,4,4,4,3,0,1,2,0
5544,B,0,0,0,0,6,5,5,5,2,3,2,5,0,0,0,4
5545,D,3,3,3,2,3,1,1,1,5,6,6,6,0,1,3,4
5546,B,1,1,2,1,5,5,6,4,1,1,0,1,4,4,1,3
5547,C,5,5,5,5,4,5,5,5,1,1,1,0,0,0,1,0
5548,B,6,6,6,6,0,0,1,1,5,5,3,5,3,4,1,5
5549,C,4,4,4,5,2,2,2,2,4,3,2,6,4,1,1,6
5550,C,2,3,4,2,5,6,6,4,5,2,3,4,5,4,5,6
5551,C,2,2,2,1,0,1,0,0,6,6,6,6,6,6,0,0
5552,B,2,2,2,2,6,6,6,6,6,6,6,6,5,4,2,6
5553,C,3,4,4,4,2,1,1,4,6,6,6,4,1,1,0,0
5554,B,2,2,3,4,4,3,2,3,6,6,6,5,6,5,1,2
5555,B,4,4,3,2,3,3,3,3,0,2,2,3,0,1,1,2
5556,D,5,5,4,4,4,4,5,4,0,0,0,0,0,0,1,0
5557,B,1,1,1,0,2,3,4,1,1,1,3,0,5,1,3,2
5558,B,6,6,6,6,1,2,3,1,2,2,4,2,4,4,4,1
5559,B,3,4,3,4,4,5,3,4,0,0,1,2,0,0,1,5
5560,B,3,3,3,3,3,2,0,4,1,3,4,1,4,6,6,6
5561,D,5,6,6,5,6,6,6,6,0,0,1,0,3,4,3,1
5562,B,2,2,2,3,1,1,0,4,2,3,3,1,0,1,0,0
5563,B,0,1,1,0,6,6,6,6,4,2,2,4,1,0,1,4
5564,B,3,2,3,4,3,4,5,5,3,2,2,6,5,4,4,6
5565,B,2,1,1,2,4,3,3,2,2,2,3,1,5,4,5,4
5566,B,5,5,5,5,4,4,5,3,4,3,3,6,0,0,0,4
5567,B,5,4,4,3,0,0,0,1,1,0,1,4,0,0,0,5
5568,C,3,3,3,3,4,4,4,4,3,3,4,5,5,2,3,4
5569,B,2,3,2,4,3,2,3,2,1,3,3,3,3,3,4,2
5570,C,6,6,6,6,4,4,3,1,1,1,2,2,0,1,2,4
5571,C,4,4,3,4,1,1,0,0,4,4,5,5,4,4,5,3
5572,B,3,3,4,5,3,3,4,5,2,3,2,0,3,4,3,0
5573,B,5,5,5,4,2,3,5,3,6,6,6,6,0,0,2,2
5574,B,4,4,4,5,5,4,4,3,6,4,4,4,2,4,4,0
5575,C,2,2,2,1,6,6,6,6,6,6,6,6,6,5,3,5
5576,B,6,6,6,6,1,2,2,2,6,6,6,6,5,5,4,5
5577,B,4,3,3,2,0,1,1,1,5,6,6,5,1,3,3,2
5578,F,0,0,0,0,4,4,5,3,1,0,1,2,1,1,3,1
5579,B,4,4,5,5,5,3,2,5,6,6,6,6,0,0,0,2
5580,B,4,4,4,5,2,3,4,1,6,6,6,3,5,6,6,0
5581,B,3,3,3,4,0,0,0,0,5,6,6,2,0,0,1,0
5582,B,4,4,4,5,2,1,3,0,4,4,4,5,4,1,3,6
5583,F,2,1,1,0,0,0,0,1,6,6,3,0,2,4,1,3
5584,B,3,4,4,4,4,5,6,4,5,4,3,4,1,0,1,2
5585,B,6,5,5,4,1,1,1,1,5,4,2,5,4,4,5,4
5586,B,0,0,0,2,4,5,4,6,1,1,1,1,0,0,0,0
5587,B,2,2,3,3,5,5,5,2,4,6,6,6,4,6,5,5
5588,B,5,6,6,6,0,0,2,1,6,6,6,6,6,3,3,6
5589,B,1,0,0,0,3,3,4,4,4,6,6,2,4,4,5,3
5590,B,6,6,5,4,1,2,2,1,2,4,4,2,2,2,2,3
5591,C,6,6,6,6,3,2,2,3,5,4,5,5,6,4,2,4
5592,B,0,0,0,1,4,4,2,5,5,6,4,2,6,6,3,6
5593,B,0,0,0,0,0,2,2,1,1,0,1,2,3,2,3,3
5594,B,0,1,2,1,4,3,4,5,1,1,1,1,2,0,1,6
5595,C,5,5,4,4,0,0,1,0,4,3,1,2,4,0,0,1
5596,B,0,0,1,1,2,3,3,3,2,5,4,3,0,0,0,1
5597,C,5,5,5,5,3,4,5,4,4,4,5,6,1,3,5,5
5598,B,1,2,2,2,4,5,5,3,1,2,3,3,5,5,6,2
5599,B,1,0,0,1,5,5,5,6,1,1,1,2,6,6,6,4
5600,B,3,3,2,2,6,5,1,6,2,6,6,2,2,4,4,2
5601,C,4,4,4,4,0,0,0,0,4,4,5,2,3,2,3,1
5602,B,5,5,5,6,6,6,6,6,6,6,5,6,0,1,2,3
5603,B,1,1,2,1,1,1,2,2,5,6,4,3,4,4,2,3
5604,F,6,6,6,6,5,5,4,5,3,2,4,6,6,3,5,6
5605,B,2,1,1,1,5,5,6,5,2,1,1,2,5,5,2,6
5606,B,4,4,4,1,6,6,6,6,1,1,1,1,2,3,4,1
5607,B,1,2,2,4,3,3,4,3,4,5,3,2,5,5,5,3
5608,C,3,3,2,1,4,4,3,5,3,3,5,4,0,0,1,0
5609,C,0,0,0,1,5,5,5,6,2,2,2,1,6,6,6,6
5610,C,1,2,3,1,6,6,6,6,1,1,1,3,4,4,5,6
5611,B,6,6,6,6,6,6,5,6,5,6,6,6,3,3,4,5
5612,B,0,0,0,0,4,5,6,4,3,3,3,0,5,5,6,2
5613,C,6,6,5,6,6,6,6,6,0,1,2,0,2,4,5,1
5614,B,1,1,0,3,5,5,6,5,3,3,1,5,6,6,6,6
5615,C,1,0,0,0,5,5,4,4,0,0,0,0,0,0,1,0
5616,C,4,4,4,2,2,3,4,4,5,5,6,4,2,3,5,6
5617,C,2,2,1,4,1,2,1,1,0,0,0,2,1,1,2,5
5618,B,5,6,5,6,2,2,4,1,6,6,6,5,6,3,5,2
5619,B,5,5,6,5,4,5,1,3,4,5,5,6,4,6,5,5
5620,B,1,1,1,3,4,4,3,2,2,2,1,2,6,6,5,5
5621,E,4,5,4,2,1,1,1,1,0,0,0,0,0,0,1,3
5622,C,6,6,6,6,2,2,3,3,2,3,3,3,2,4,3,6
5623,B,0,0,0,1,6,5,5,4,3,1,1,2,4,1,2,2
5624,B,6,6,6,5,1,1,2,2,3,3,4,1,2,3,4,0
5625,B,1,1,1,0,5,5,4,4,5,5,2,4,6,6,5,4
5626,C,0,0,0,2,3,2,2,2,2,2,0,1,3,3,1,2
5627,B,2,2,3,3,4,3,4,2,1,2,0,2,6,6,4,5
5628,B,2,3,2,4,6,6,6,6,3,2,1,1,5,4,6,2
5629,B,0,0,0,0,5,5,6,6,6,5,4,3,0,1,0,2
5630,B,1,0,0,0,1,1,1,0,6,6,6,6,6,6,5,3
5631,B,2,2,1,2,1,1,3,1,4,5,5,4,4,6,6,6
5632,C,0,1,1,1,5,5,5,5,2,2,3,1,2,4,5,2
5633,B,5,6,6,6,1,1,1,0,5,5,5,6,4,6,6,5
5634,B,2,2,1,3,0,1,2,0,1,1,1,2,6,6,6,5
5635,D,3,3,2,0,5,6,5,6,4,4,4,4,2,3,4,3
5636,B,3,3,3,2,0,0,1,0,4,3,5,5,0,0,2,1
5637,B,1,1,1,1,4,5,5,4,3,3,3,3,5,6,6,5
5638,B,1,0,0,0,4,3,2,4,1,1,3,0,5,4,6,3
5639,B,0,0,1,2,3,3,4,3,3,3,4,1,5,5,5,4
5640,B,2,3,2,2,3,3,1,2,3,2,1,1,6,6,6,6
5641,B,0,1,3,1,3,3,4,2,5,4,1,3,4,4,3,6
5642,C,6,6,6,6,5,5,5,5,0,0,0,1,0,1,1,4
5643,D,3,3,2,2,6,6,5,6,0,0,1,0,0,0,0,0
5644,B,2,2,3,4,3,3,3,3,2,3,4,2,3,3,3,1
5645,B,6,5,5,3,1,4,3,1,4,5,4,2,2,4,5,0
5646,B,5,4,4,5,5,4,4,6,1,1,2,0,0,0,2,0
5647,C,5,6,6,5,6,6,6,5,0,0,0,0,1,2,2,5
5648,B,2,1,1,0,0,1,2,3,2,1,1,6,2,0,0,3
5649,B,6,6,6,6,1,2,2,0,5,3,3,4,5,3,4,5
5650,B,4,4,4,2,2,2,2,2,2,3,3,1,2,4,5,6
5651,B,3,3,3,3,1,1,0,1,1,4,3,5,2,3,1,1
5652,C,4,4,4,3,2,3,3,0,5,5,5,5,5,6,6,1
5653,C,3,3,4,2,2,2,2,0,5,5,5,6,3,4,4,3
5654,B,0,0,0,0,0,0,1,0,4,4,2,6,2,1,1,3
5655,C,5,6,6,6,6,6,6,5,2,1,1,1,4,3,4,0
5656,F,4,4,4,1,1,1,2,2,0,0,0,1,0,2,3,3
5657,B,5,6,5,6,4,3,1,3,2,3,3,2,2,3,4,1
5658,B,0,0,0,0,3,3,3,2,2,1,1,1,4,3,3,4
5659,B,1,1,1,3,2,3,3,2,2,3,2,1,4,0,0,2
5660,B,2,1,1,3,3,4,5,2,1,1,1,2,1,2,4,6
5661,B,1,1,1,3,4,4,5,5,4,4,1,2,4,1,1,6
5662,B,3,4,3,3,1,2,3,2,2,1,1,3,0,0,1,1
5663,B,6,6,6,5,2,2,2,3,5,5,4,2,6,6,6,4
5664,B,1,0,1,3,2,2,1,4,2,3,2,4,1,2,0,1
5665,C,6,6,6,6,4,4,4,5,1,2,2,1,1,2,2,0
5666,B,1,1,1,1,4,4,4,5,4,4,3,3,4,5,4,4
5667,B,6,6,6,6,3,3,4,3,6,5,6,6,4,5,6,6
5668,D,4,4,4,5,6,6,6,6,4,3,3,4,1,1,3,1
5669,B,5,5,5,5,3,5,2,6,6,6,6,5,4,5,2,1
5670,B,6,6,5,6,2,1,1,0,0,0,1,1,3,5,6,1
5671,B,0,0,0,1,4,5,5,3,2,1,0,1,5,4,2,3
5672,B,5,4,4,2,0,3,4,1,5,5,6,4,4,5,6,2
5673,F,0,0,0,0,6,6,6,6,1,2,2,0,0,1,2,1
5674,B,3,4,4,4,3,4,3,4,0,0,0,1,0,1,3,2
5675,C,6,6,5,4,1,2,1,1,2,4,6,1,6,6,6,1
5676,B,5,5,5,5,3,4,4,3,4,3,1,6,6,2,0,6
5677,B,6,6,6,6,0,0,0,0,5,4,5,2,2,2,4,1
5678,B,6,6,6,5,0,0,0,0,4,4,4,5,0,0,1,3
5679,B,3,2,1,0,1,2,2,3,3,4,2,3,2,3,4,5
5680,B,0,0,1,1,2,2,2,4,2,4,2,1,2,3,4,4
5681,B,5,5,5,4,0,0,0,0,6,3,1,4,3,1,0,4
5682,D,1,1,2,1,3,3,3,2,2,1,0,3,5,4,2,3
5683,B,4,4,4,5,5,4,3,5,5,4,5,4,4,4,1,3
5684,B,3,3,3,3,2,3,3,3,3,2,4,1,5,5,6,4
5685,B,3,2,1,1,0,0,0,1,3,3,3,5,0,0,0,4
5686,B,6,6,6,5,1,1,1,0,6,6,6,5,1,2,4,5
5687,B,0,0,0,1,2,3,5,1,3,3,0,2,6,6,2,6
5688,B,0,0,0,0,1,1,1,2,2,2,2,3,0,1,2,4
5689,B,6,6,6,6,2,2,2,2,5,5,4,5,4,5,6,6
5690,B,5,6,6,3,6,6,6,6,0,0,0,0,0,0,1,0
5691,D,3,3,2,2,5,4,5,6,1,2,1,0,0,1,0,0
5692,B,2,2,2,1,6,6,6,6,6,6,6,6,6,6,3,5
5693,B,4,4,4,3,3,2,2,4,5,5,5,4,2,0,1,1
5694,B,4,4,3,3,4,4,5,5,0,1,2,0,1,3,4,1
5695,B,3,2,2,1,2,2,4,3,3,1,1,3,5,3,4,3
5696,B,2,1,0,1,2,2,2,1,6,6,6,6,4,4,5,0
5697,B,3,3,2,2,5,4,4,5,5,3,3,1,5,1,3,4
5698,B,2,1,2,0,5,3,3,4,2,5,4,3,5,6,6,3
5699,B,4,3,3,2,2,0,0,3,6,6,5,3,5,0,0,3
5700,B,6,6,6,5,0,0,0,0,3,3,3,4,1,1,0,4
5701,C,5,5,5,6,5,5,5,5,5,5,5,5,6,6,6,6
5702,B,0,1,2,0,1,2,3,0,2,3,2,6,2,3,1,4
5703,B,4,4,4,2,1,0,1,1,0,1,2,3,0,0,0,4
5704,C,5,6,6,6,0,0,1,1,6,6,5,4,6,5,1,4
5705,C,0,0,0,0,1,1,1,0,3,4,4,3,6,6,6,1
5706,B,0,0,0,0,5,4,2,5,6,6,6,6,3,1,3,5
5707,B,1,2,3,2,5,5,5,5,3,4,5,0,6,6,6,5
5708,B,6,6,6,6,0,0,0,0,6,5,5,5,3,3,4,1
5709,B,4,4,4,3,2,2,1,0,3,3,3,2,4,4,0,1
5710,B,5,5,6,6,2,1,1,1,5,6,6,5,3,4,3,3
5711,C,6,6,6,6,4,4,5,4,6,6,5,6,6,6,3,6
5712,B,0,0,0,0,0,0,0,3,6,6,5,5,5,6,3,4
5713,B,4,3,3,0,5,5,5,6,0,1,0,1,2,3,1,1
5714,B,6,5,5,6,3,2,2,2,5,4,5,4,3,2,2,1
5715,B,2,2,2,2,3,2,4,2,1,2,3,4,2,4,5,6
5716,B,5,5,6,5,0,0,0,0,6,6,5,6,5,5,5,5
5717,C,2,2,3,3,6,6,6,6,2,3,4,1,4,5,5,1
5718,B,0,0,0,0,2,3,4,2,3,3,4,0,1,2,3,1
5719,C,4,3,4,4,4,4,4,4,1,1,1,1,2,3,4,3
5720,B,0,0,0,0,6,5,6,5,4,3,3,5,4,4,5,6
5721,B,3,2,1,0,1,2,2,2,1,1,0,0,2,3,4,5
5722,B,0,1,1,2,3,3,1,3,1,1,3,0,5,6,6,1
5723,C,2,1,1,1,4,2,2,4,5,3,5,4,3,5,3,0
5724,C,2,2,3,3,6,6,6,6,5,5,3,5,6,6,4,2
5725,B,6,6,6,6,4,5,4,5,0,0,1,0,3,3,5,3
5726,B,4,4,5,4,5,6,6,4,0,0,0,0,0,0,0,1
5727,B,1,1,2,2,4,3,5,5,2,2,1,2,2,1,1,5
5728,B,4,3,4,4,5,5,3,3,2,3,2,4,6,6,6,6
5729,C,6,6,6,6,3,5,3,2,2,1,1,4,1,3,2,5
5730,C,1,2,3,3,3,3,3,5,6,6,6,4,6,3,4,5
5731,B,0,0,0,1,4,4,2,5,3,1,2,2,2,0,0,5
5732,C,1,1,0,2,6,6,6,6,2,3,5,3,4,6,6,1
5733,B,6,6,6,6,6,5,4,6,2,1,1,0,1,1,3,0
5734,C,1,1,1,3,5,5,6,5,2,1,2,3,6,6,4,6
5735,B,2,1,1,0,5,3,4,5,4,2,2,3,3,2,4,4
5736,B,5,5,5,5,2,3,1,1,5,4,4,3,2,3,5,3
5737,C,2,2,0,4,5,5,5,4,1,3,4,2,4,4,6,4
5738,B,1,0,1,1,2,5,6,3,2,1,1,3,2,1,2,1
5739,B,1,0,0,0,6,6,6,6,3,2,2,0,2,0,1,0
5740,B,3,3,4,3,4,3,2,3,1,0,1,0,2,1,2,3
5741,B,2,1,1,2,5,5,6,5,1,1,1,2,6,3,5,5
5742,B,4,4,4,3,0,1,1,2,6,6,6,5,5,4,6,2
5743,B,2,2,2,1,0,0,0,1,6,6,6,6,0,1,1,0
5744,B,3,3,3,4,2,3,3,3,1,2,3,3,4,5,6,4
5745,B,5,5,6,6,1,0,0,1,6,6,6,6,6,6,5,5
5746,B,1,2,2,1,2,2,1,4,0,1,2,1,3,4,3,4
5747,B,3,3,4,1,0,0,1,3,5,6,6,3,3,3,4,6
5748,C,4,3,3,4,5,5,5,4,4,4,5,5,1,3,4,3
5749,C,2,2,0,2,1,1,1,2,2,2,1,1,4,3,5,1
5750,B,2,2,2,2,4,4,6,6,3,2,1,4,3,1,1,3
5751,B,1,1,1,3,3,3,2,2,1,1,1,2,3,5,3,1
5752,B,6,6,6,6,1,1,2,1,4,4,5,3,1,1,3,1
5753,B,5,5,5,4,0,1,0,0,6,6,6,4,5,6,3,1
5754,C,4,5,5,5,6,6,6,5,0,0,0,0,1,1,2,2
5755,B,5,5,5,5,5,5,4,5,3,3,3,2,4,2,4,4
5756,B,4,4,3,2,2,3,2,4,4,6,4,4,4,5,0,5
5757,C,6,5,6,6,2,2,4,1,1,2,2,4,1,2,4,3
5758,B,1,1,2,1,5,5,5,6,1,0,2,1,6,5,0,2
5759,B,3,3,4,4,6,6,6,5,3,2,3,2,2,1,2,1
5760,C,1,1,1,2,4,3,3,1,1,1,1,2,0,1,0,3
5761,B,3,2,2,0,0,0,0,1,2,1,2,2,1,0,0,4
5762,B,1,1,2,0,3,2,4,2,3,2,2,1,6,6,6,3
5763,B,1,1,1,1,5,5,5,5,0,1,1,1,1,2,3,4
5764,B,5,4,4,3,1,2,2,1,1,1,3,4,3,3,5,1
5765,B,5,5,5,6,4,3,1,4,4,6,6,5,5,6,6,5
5766,B,6,5,5,5,2,2,3,1,6,6,6,6,5,1,2,4
5767,D,6,6,6,6,5,5,5,3,5,5,5,6,6,6,5,6
5768,B,6,5,5,4,1,0,1,3,3,3,5,3,4,4,6,5
5769,C,0,0,0,0,6,6,6,6,2,1,1,1,2,2,3,1
5770,B,6,6,6,6,1,1,1,1,5,5,4,6,5,4,4,4
5771,B,3,3,3,3,2,3,3,3,3,2,4,1,5,5,6,4
5772,B,5,6,5,6,0,0,0,1,3,3,2,2,3,4,5,3
5773,B,5,5,5,6,6,6,3,4,5,4,4,1,5,1,3,2
5774,B,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4
5775,B,3,4,4,4,6,6,6,6,1,1,1,2,2,1,2,1
5776,C,0,0,0,1,6,6,6,6,2,2,3,4,0,0,2,4
5777,B,0,0,2,0,0,1,2,2,3,1,2,3,5,5,0,4
5778,B,4,4,4,4,1,1,1,0,6,3,2,6,3,1,1,5
5779,C,3,3,3,0,1,2,3,3,4,6,5,3,3,3,5,5
5780,B,3,2,1,0,1,2,1,3,4,3,3,4,0,0,0,2
5781,C,0,0,0,0,4,5,5,6,1,2,2,0,6,6,6,6
5782,C,1,0,1,3,5,5,5,6,5,6,5,3,5,6,5,3
5783,B,5,5,6,5,1,2,3,0,3,4,3,6,6,5,5,6
5784,B,4,3,2,2,1,1,0,2,1,1,2,2,0,1,0,5
5785,B,0,0,0,0,5,6,6,5,2,2,2,1,1,2,2,1
5786,B,1,2,3,2,5,5,5,4,1,1,1,0,4,5,2,6
5787,C,1,1,0,0,5,6,5,5,3,3,4,4,2,3,5,1
5788,B,4,4,4,2,6,6,6,6,1,1,0,1,1,0,2,1
5789,C,5,4,4,3,2,2,0,2,5,5,3,5,2,1,2,4
5790,B,0,0,0,0,2,1,0,3,5,5,5,3,5,6,1,0
5791,B,5,4,4,2,2,2,1,3,1,3,3,5,2,4,4,5
5792,B,0,1,1,0,3,3,4,5,1,4,3,2,2,1,2,4
5793,B,1,1,2,1,2,2,2,3,0,0,0,0,4,4,4,3
5794,B,4,3,3,3,4,4,3,5,2,2,3,0,4,4,4,3
5795,B,5,5,5,4,0,0,0,1,2,2,2,1,5,0,0,6
5796,B,5,6,6,6,1,0,0,2,5,5,4,6,1,2,4,3
5797,B,6,6,6,6,0,0,0,1,5,5,5,5,4,2,2,4
5798,B,2,2,2,0,0,1,0,1,6,5,6,4,5,5,5,3
5799,B,1,0,0,0,2,2,1,2,3,2,1,6,4,5,0,2
5800,B,2,3,2,4,4,4,3,5,0,0,3,0,1,2,4,0
5801,B,5,6,6,6,3,2,2,2,3,4,5,4,6,6,6,4
5802,C,0,1,3,0,3,3,4,4,2,2,4,2,3,4,5,5
5803,B,3,4,3,4,1,0,0,2,2,1,0,3,2,2,4,5
5804,B,2,1,1,2,5,6,5,6,3,1,1,1,3,2,0,3
5805,B,6,5,5,4,2,3,3,2,3,4,3,3,0,1,0,2
5806,C,3,4,3,3,5,5,5,4,0,0,0,0,0,0,1,1
5807,B,4,4,4,5,3,2,3,2,3,5,6,5,4,5,5,6
5808,B,4,4,4,5,3,4,5,1,5,4,2,5,5,6,5,1
5809,B,2,3,2,2,3,3,4,4,2,2,2,2,4,6,5,5
5810,B,6,6,6,6,5,4,3,4,4,4,5,6,6,6,6,6
5811,B,6,6,6,6,3,2,3,1,3,4,4,4,0,0,1,3
5812,B,4,4,4,5,2,2,3,1,1,3,5,3,5,6,6,5
5813,B,2,2,2,1,5,5,5,5,4,5,3,1,6,6,4,3
5814,C,3,3,4,4,4,2,3,2,4,4,4,5,6,6,6,6
5815,B,0,1,1,1,5,5,3,4,1,1,3,4,4,1,2,4
5816,B,3,4,4,4,6,6,6,5,1,1,1,3,3,0,1,5
5817,B,1,1,1,1,5,5,5,6,4,3,1,3,4,5,1,3
5818,C,1,2,1,2,2,2,3,3,1,2,1,1,1,0,0,4
5819,B,3,3,3,0,1,1,1,3,4,4,4,4,0,0,2,0
5820,B,1,2,2,1,2,2,3,4,5,6,4,2,5,5,2,2
5821,C,4,3,3,5,6,6,6,6,4,4,4,4,1,1,1,0
5822,C,5,5,5,6,0,0,0,0,5,4,4,6,3,1,2,4
5823,B,3,3,2,4,4,4,4,2,1,2,3,3,3,0,2,3
5824,B,6,6,6,5,4,3,4,3,6,5,6,6,4,3,5,6
5825,C,2,2,1,4,4,3,1,3,1,0,0,3,1,2,3,1
5826,C,1,1,1,2,5,6,6,6,2,1,0,4,1,0,1,4
5827,B,1,1,1,4,4,3,5,5,0,1,0,0,5,5,3,3
5828,B,2,3,3,3,4,3,2,4,4,3,3,2,0,0,0,6
5829,C,4,4,5,6,6,6,6,6,1,0,0,0,2,2,0,1
5830,B,4,4,4,4,3,1,1,2,5,6,6,4,3,4,5,4
5831,B,3,4,3,4,4,4,3,3,2,1,0,6,4,4,1,6
5832,C,6,6,6,6,4,4,3,2,0,0,0,0,1,0,2,0
5833,B,6,6,6,6,6,4,5,4,3,2,2,1,2,0,1,4
5834,C,6,6,6,5,0,0,0,0,4,2,3,4,2,1,3,4
5835,B,4,4,4,4,5,5,5,5,3,2,3,5,3,1,2,6
5836,B,5,5,5,6,1,1,2,1,3,2,3,2,1,1,3,1
5837,C,6,6,6,6,2,1,1,2,6,6,6,6,6,6,6,6
5838,B,1,2,2,2,4,4,6,3,3,2,1,1,6,5,1,2
5839,B,6,6,6,6,1,1,0,0,6,6,6,6,5,5,0,5
5840,B,5,5,5,6,1,1,0,2,3,4,4,5,6,5,6,6
5841,B,2,2,1,1,3,2,2,4,6,4,3,1,4,2,0,2
5842,C,1,0,0,2,5,5,5,5,0,0,0,1,3,3,3,4
5843,C,1,0,0,0,5,5,4,6,6,6,6,4,3,3,4,4
5844,B,1,0,0,0,2,3,3,1,4,4,1,1,4,3,2,1
5845,E,4,4,4,5,4,5,3,4,6,5,5,6,0,0,0,1
5846,D,4,4,4,4,4,5,6,5,5,4,3,2,2,0,0,0
5847,B,0,0,0,0,4,5,4,1,3,2,3,3,1,2,3,3
5848,B,3,3,2,0,0,1,2,2,1,1,0,2,0,1,2,3
5849,B,3,3,4,1,4,5,6,5,6,6,5,4,1,1,2,5
5850,B,3,4,5,4,1,0,1,1,5,6,6,6,6,3,5,6
